Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;Prüfzifferberechnungsmethode;Datensatznummer;Änderungskennzeichen;Bankleitzahllöschung;Nachfolge-Bankleitzahl
"50320900";"1";"Bank Pictet & Cie (Europe)";"60311";"Frankfurt am Main";"Bank Pictet & Cie (Europe)";;"PICTDEFFXXX";"09";"050637";"U";"0";"00000000"
"50324000";"1";"ABN AMRO Bank, Frankfurt Branch";"60325";"Frankfurt am Main";"ABN AMRO Bank";;"FTSBDEFAXXX";"31";"055753";"U";"0";"00000000"
"50330000";"1";"State Bank of India";"60329";"Frankfurt am Main";"State Bk of India Frankfurt";"29805";"SBINDEFFXXX";"06";"037641";"U";"0";"00000000"
"50330200";"1";"Raisin Bank";"60325";"Frankfurt am Main";"Raisin Bank Frankfurt";"29240";"MHBFDEFFXXX";"06";"035313";"U";"0";"00000000"
"50330201";"1";"Raisin Bank";"60325";"Frankfurt am Main";"Raisin Bank";;"RAISDEFFXXX";"09";"057314";"U";"0";"00000000"
"50330300";"1";"The Bank of New York Mellon";"60077";"Frankfurt am Main";"The Bank of New York Mellon";"29705";"IRVTDEFXXXX";"09";"034369";"U";"0";"00000000"
"50330500";"1";"BANQUE CHAABI DU MAROC Agentur Frankfurt Ndl. Deutschland";"60329";"Frankfurt am Main";"CHAABI BANK FRANKFURT";;"BCDMDEF1XXX";"09";"055949";"U";"0";"00000000"
"50330600";"1";"Bank Sepah-Iran";"60327";"Frankfurt am Main";"Bank Sepah Frankfurt, Main";"29620";"SEPBDEFFXXX";"09";"041506";"U";"0";"00000000"
"50334400";"1";"The Bank of New York Mellon NL Frankfurt";"60327";"Frankfurt am Main";"BNY Mellon NL FFM";;"BNYMDEF1XXX";"09";"056212";"U";"0";"00000000"
"50339900";"1";"German branch of Unifiedpost Payments";"60314";"Frankfurt am Main";"Unifiedpost Payments";;"PANXDEF2XXX";"09";"057718";"U";"0";"00000000"
"50400000";"1";"Bundesbank Zentrale";"60006";"Frankfurt am Main";"BBk Zentrale Frankfurt Main";"20504";"MARKDEFFXXX";"09";"011367";"U";"0";"00000000"
"50510300";"1";"SMBC Bank EU";"60311";"Frankfurt am Main";"SMBC Bank EU - FFM a.M.";;"SMBCDEFFXXX";"09";"057326";"U";"0";"00000000"
"50520190";"1";"UniCredit Bank - HypoVereinsbank";"63002";"Offenbach am Main";"UniCredit Bank-HypoVereinbk";"22067";"HYVEDEMM467";"99";"000059";"U";"0";"00000000"
"50522222";"1";"FIDOR Bank Zndl Frankfurt am Main";"60596";"Frankfurt am Main";"FIDOR Bank Frankfurt";;"FDDODEMMXXX";"09";"055966";"U";"0";"00000000"
"50530000";"1";"Cronbank";"63303";"Dreieich";"Cronbank";"99016";"GENODE51CRO";"06";"049669";"U";"0";"00000000"
"50540028";"1";"Commerzbank";"63003";"Offenbach am Main";"Commerzbank Offenbach Main";"24504";"COBADEFFXXX";"13";"006985";"U";"0";"00000000"
"50550020";"1";"Städtische Sparkasse Offenbach a.M.";"63019";"Offenbach am Main";"Städtische Spk Offenbach";"55020";"HELADEF1OFF";"06";"008419";"U";"0";"00000000"
"50560102";"1";"Raiffeisenbank Offenbach/M.-Bieber -alt-";"63033";"Offenbach am Main";"Raiffbk Offenbach -alt-";"65012";"GENODE51OF2";"32";"017562";"U";"0";"00000000"
"50561315";"1";"Vereinigte Volksbank Maingau -alt-";"63171";"Obertshausen";"Ver VB Maingau -alt-";"65099";"GENODE51OBH";"32";"017428";"U";"0";"00000000"
"50570018";"1";"Deutsche Bank";"63065";"Offenbach am Main";"Deutsche Bank";"27108";"DEUTDEFF505";"63";"006831";"U";"0";"00000000"
"50570024";"1";"Deutsche Bank";"63065";"Offenbach am Main";"Deutsche Bank";"21108";"DEUTDEDB505";"63";"050132";"U";"0";"00000000"
"50580005";"1";"Commerzbank vormals Dresdner Bank";"63004";"Offenbach am Main";"Commerzbank Offenbach";"28505";"DRESDEFF505";"76";"006731";"U";"0";"00000000"
"50580085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1";"63034";"Offenbach am Main";"Commerzbank ITGK1 Offenbc";;"DRESDEFFJ12";"09";"055196";"U";"0";"00000000"
"50590000";"1";"Offenbacher Volksbank -alt-";"63014";"Offenbach am Main";"Offenbacher Volksbank -alt-";"95002";"GENODE51OF1";"06";"023801";"U";"0";"00000000"
"50592200";"1";"VR Bank Dreieich-Offenbach";"63303";"Dreieich";"VR Bank Dreieich-Offenbach";"95187";"GENODE51DRE";"32";"024158";"U";"0";"00000000"
"50640015";"1";"Commerzbank";"63402";"Hanau";"Commerzbank Hanau Main";"24503";"COBADEFFXXX";"13";"006137";"U";"0";"00000000"
"50650023";"1";"SPARKASSE HANAU";"63411";"Hanau";"SPARKASSE HANAU";"55023";"HELADEF1HAN";"00";"006615";"U";"0";"00000000"
"50652124";"1";"Sparkasse Langen-Seligenstadt";"63487";"Seligenstadt";"Spk Langen-Seligenstadt";"55024";"HELADEF1SLS";"00";"006196";"U";"0";"00000000"
"50661639";"1";"VR Bank Main-Kinzig-Büdingen";"63654";"Büdingen";"VR Bk Main-Kinzig-Büdingen";"65156";"GENODEF1LSR";"32";"015998";"U";"0";"00000000"
"50661816";"1";"Volksbank Heldenbergen Ndl d Frankfurter VB";"61123";"Nidderau";"Volksbank Heldenbergen";"65182";"GENODE51NIH";"06";"018092";"U";"0";"00000000"
"50662299";"1";"Raiffeisenbank Bruchköbel -alt-";"63479";"Bruchköbel";"Raiffbk Bruchköbel -alt-";"65219";"GENODEF1BKO";"32";"015899";"U";"0";"00000000"
"50662669";"1";"Raiffeisenbank Maintal Ndl d Frankfurter VB";"63477";"Maintal";"Frankfurter Volksbank";"65254";"RBMFDEF1XXX";"32";"016499";"U";"0";"00000000"
"50663699";"1";"Raiffeisenbank";"63514";"Rodenbach";"Raiffbk Rodenbach Hanau";"65580";"GENODEF1RDB";"32";"016311";"U";"0";"00000000"
"50670009";"1";"Deutsche Bank";"63450";"Hanau";"Deutsche Bank";"27106";"DEUTDEFF506";"63";"005729";"U";"0";"00000000"
"50670024";"1";"Deutsche Bank";"63450";"Hanau";"Deutsche Bank";"21106";"DEUTDEDB506";"63";"050134";"U";"0";"00000000"
"50680002";"1";"Commerzbank vormals Dresdner Bank";"63403";"Hanau";"Commerzbank Hanau Main";"28506";"DRESDEFF506";"76";"005567";"U";"0";"00000000"
"50680085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1";"63402";"Hanau";"Commerzbank ITGK1 Hanau";;"DRESDEFFJ13";"09";"055197";"U";"0";"00000000"
"50690000";"1";"Volksbank Raiffeisenbank Hanau Ndl d Frankf VB";"63412";"Hanau";"Frankfurter Volksbank";"95003";"GENODEF1HUV";"32";"022881";"U";"0";"00000000"
"50691300";"1";"DZB BANK";"63533";"Mainhausen";"DZB BANK Mainhausen";"95084";"DZBMDEF1XXX";"09";"042815";"U";"0";"00000000"
"50692100";"1";"Volksbank Seligenstadt";"63490";"Seligenstadt";"Volksbank Seligenstadt";"95185";"GENODE51SEL";"06";"024133";"U";"0";"00000000"
"50740048";"1";"Commerzbank";"63571";"Gelnhausen";"Commerzbank GH F-G48";"24848";"COBADEFFXXX";"13";"055609";"U";"0";"00000000"
"50750094";"1";"Kreissparkasse Gelnhausen";"63554";"Gelnhausen";"Kreissparkasse Gelnhausen";"55094";"HELADEF1GEL";"01";"007588";"U";"0";"00000000"
"50761333";"1";"Volksbank -alt-";"63654";"Büdingen";"Volksbank Büdingen -alt-";"65102";"GENODE51BUE";"06";"023124";"U";"0";"00000000"
"50763319";"1";"Raiffeisenbank Vogelsberg -alt-";"63633";"Birstein";"Raiffbk Vogelsberg Birstein";"65287";"GENODEF1BIR";"32";"015961";"U";"1";"53061313"
"50780006";"1";"Commerzbank vormals Dresdner Bank";"63552";"Gelnhausen";"Commerzbank Gelnhausen";"28507";"DRESDEFF524";"76";"047821";"U";"0";"00000000"
"50790000";"1";"VR Bank Bad Orb-Gelnhausen";"63571";"Gelnhausen";"VR Bank Bad Orb-Gelnhausen";"95004";"GENODE51GEL";"32";"023042";"U";"0";"00000000"
"50793300";"1";"Birsteiner Volksbank -alt-";"63633";"Birstein";"Birsteiner Volksbank -alt-";"95211";"GENODE51BIV";"06";"023328";"U";"0";"00000000"
"50794300";"1";"VR Bank Wächtersbach/Bad Soden-Salmünster -alt";"63607";"Wächtersbach";"VR Bank Wächtersbach -alt-";"95218";"GENODE51WBH";"32";"024274";"U";"0";"00000000"
"50810900";"1";"Deutsche Bausparkasse Badenia (ehem. DBS Bausparkasse)";"76114";"Karlsruhe";"DBS Badenia eh. DBS Bauspar";;"BBSPDE6KXXX";"09";"043593";"U";"1";"66010200"
"50820292";"1";"UniCredit Bank - HypoVereinsbank";"64217";"Darmstadt";"UniCredit Bank-HypoVereinbk";"22021";"HYVEDEMM487";"99";"040728";"U";"0";"00000000"
"50835800";"1";"MCE Bank";"65439";"Flörsheim am Main";"MCE Bank Flörsheim";;"MKGMDE51XXX";"09";"044454";"U";"0";"00000000"
"50840005";"1";"Commerzbank";"64218";"Darmstadt";"Commerzbank Darmstadt";"24512";"COBADEFFXXX";"13";"005095";"U";"0";"00000000"
"50850049";"1";"Landesbank Hessen-Thür Girozentrale";"64222";"Darmstadt";"LdBk Hess-Thür Gz Darmstadt";"55049";"HELADEFF508";"00";"006532";"U";"1";"00000000"
"50850150";"1";"Stadt- und Kreis-Sparkasse Darmstadt";"64278";"Darmstadt";"St u Kr Spk Darmstadt";"55050";"HELADEF1DAS";"06";"006533";"U";"0";"00000000"
"50851952";"1";"Sparkasse Odenwaldkreis";"64704";"Erbach";"Spk Odenwaldkreis Erbach";"55052";"HELADEF1ERB";"00";"007449";"U";"0";"00000000"
"50852553";"1";"Kreissparkasse Groß-Gerau";"64504";"Groß-Gerau";"Kr Spk Groß-Gerau";"55053";"HELADEF1GRG";"00";"007554";"U";"0";"00000000"
"50852651";"1";"Sparkasse Dieburg";"64818";"Groß-Umstadt";"Sparkasse Dieburg";"55051";"HELADEF1DIE";"00";"007550";"U";"0";"00000000"
"50861393";"1";"Spar- und Darlehnskasse Zell -alt-";"64732";"Bad König";"SpDK Zell -alt-";"65618";"GENODE51BKZ";"32";"017511";"U";"1";"00000000"
"50861501";"1";"Raiffeisenbank Nördliche Bergstraße";"64659";"Alsbach-Hähnlein";"Raiffbk Nördliche Bergstr";"65128";"GENODE51ABH";"32";"016978";"U";"0";"00000000"
"50862311";"1";"Volksbank Gräfenhausen -alt-";"64331";"Weiterstadt";"VB Gräfenhausen -alt-";"65221";"GENODE51WGH";"32";"017859";"U";"1";"00000000"
"50862408";"1";"Vereinigte Volksbank Griesheim-Weiterstadt -alt-";"64347";"Griesheim";"Ver VB Griesh-Weiterst -alt";"65233";"GENODE51GRI";"32";"017867";"U";"0";"00000000"
"50862703";"1";"Volksbank Gersprenztal-Otzberg";"64354";"Reinheim";"VB Gersprenztal-Otzberg";"65256";"GENODE51REI";"32";"042799";"U";"1";"00000000"
"50862835";"1";"Raiffeisenbank Schaafheim";"64847";"Schaafheim";"Raiffeisenbank Schaafheim";"65266";"GENODE51SHM";"32";"017746";"U";"0";"00000000"
"50862903";"1";"Volksbank Mainspitze";"65462";"Ginsheim-Gustavsburg";"Volksbank Mainspitze";"65270";"GENODE51GIN";"32";"017740";"U";"0";"00000000"
"50863513";"1";"Vereinigte Volksbank Raiffeisenbank";"64354";"Reinheim";"Vereinigte VB RB";"65296";"GENODE51MIC";"32";"017937";"U";"0";"00000000"
"50865224";"1";"VB Mörfelden-Walldorf Ndl d Frankfurter VB";"64532";"Mörfelden-Walldorf";"Volksbank Mörfelden-Walldf";"65321";"GENODE51MWA";"32";"017436";"U";"0";"00000000"
"50865503";"1";"Volksbank -alt-";"64859";"Eppertshausen";"VB Eppertshausen -alt-";"65324";"GENODE51EPT";"32";"017255";"U";"0";"00000000"
"50870005";"1";"Deutsche Bank";"64219";"Darmstadt";"Deutsche Bank";"27104";"DEUTDEFF508";"63";"004990";"U";"0";"00000000"
"50870024";"1";"Deutsche Bank";"64219";"Darmstadt";"Deutsche Bank";"21104";"DEUTDEDB508";"63";"050136";"U";"0";"00000000"
"50870324";"1";"Postbank/DSL Ndl der Deutsche Bank";"64293";"Darmstadt";"Postbank Ndl Deutsche Bank";"21393";"DEUTDEDBP26";"63";"057577";"U";"0";"00000000"
"50870393";"1";"Postbank/DSL Ndl der Deutsche Bank";"64293";"Darmstadt";"Postbank Ndl Deutsche Bank";"27393";"DEUTDEFFS26";"63";"057576";"U";"0";"00000000"
"50880050";"1";"Commerzbank vormals Dresdner Bank";"64219";"Darmstadt";"Commerzbank Darmstadt";"28508";"DRESDEFF508";"76";"005333";"U";"0";"00000000"
"50880085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1";"64207";"Darmstadt";"Commerzbank ITGK1 Darmstd";;"DRESDEFFJ14";"09";"055198";"U";"0";"00000000"
"50880086";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2";"64202";"Darmstadt";"Commerzbank ITGK2 Darmstd";;"DRESDEFFJ15";"09";"055199";"U";"0";"00000000"
"50890000";"1";"Volksbank Darmstadt - Südhessen -alt-";"64218";"Darmstadt";"VB Darmstadt Südhessen -alt";"95005";"GENODEF1VBD";"06";"023157";"U";"0";"00000000"
"50950068";"1";"Sparkasse Bensheim";"64601";"Bensheim";"Sparkasse Bensheim";"55068";"HELADEF1BEN";"00";"007267";"U";"0";"00000000"
"50951469";"1";"Sparkasse Starkenburg";"64646";"Heppenheim (Bergstraße)";"Sparkasse Starkenburg";"55069";"HELADEF1HEP";"01";"010203";"U";"0";"00000000"
"50961206";"1";"VR Bank Ried-Überwald, Bürstadt";"68642";"Bürstadt";"VR Bank Ried-Überwald, Bürs";"65080";"GENODE51RBU";"32";"017887";"U";"0";"00000000"
"50961312";"1";"Raiffeisenbank Groß-Rohrheim";"68649";"Groß-Rohrheim";"Raiffbk Groß-Rohrheim";"65096";"GENODE51GRM";"32";"017879";"U";"0";"00000000"
"50961592";"1";"Volksbank Weschnitztal";"64668";"Rimbach";"Volksbank Weschnitztal";"65595";"GENODE51FHO";"32";"017998";"U";"0";"00000000"
"50961685";"1";"Volksbank Überwald-Gorxheimertal -alt-";"69518";"Abtsteinach";"VB Überwald-Gorxheim -alt-";"65592";"GENODE51ABT";"32";"017712";"U";"0";"00000000"
"50970004";"1";"Deutsche Bank";"64602";"Bensheim";"Deutsche Bank";"27103";"DEUTDEFF509";"63";"004922";"U";"0";"00000000"
"50970024";"1";"Deutsche Bank";"64602";"Bensheim";"Deutsche Bank";"21103";"DEUTDEDB509";"63";"050140";"U";"0";"00000000"
"51010400";"1";"Aareal Bank";"65011";"Wiesbaden";"Aareal Bank";"26716";"AARBDE5WXXX";"09";"049633";"U";"0";"00000000"
"51020000";"1";"BHF-BANK";"65185";"Wiesbaden";"BHF-BANK Wiesbaden";"25163";"BHFBDEFF510";"60";"006521";"U";"0";"00000000"
"51020186";"1";"UniCredit Bank - HypoVereinsbank";"65004";"Wiesbaden";"UniCredit Bank-HypoVereinbk";"22094";"HYVEDEMM478";"99";"040968";"U";"0";"00000000"
"51040038";"1";"Commerzbank";"65009";"Wiesbaden";"Commerzbank Wiesbaden";"24510";"COBADEFFXXX";"13";"007060";"U";"0";"00000000"
"51050015";"1";"Nassauische Sparkasse";"65034";"Wiesbaden";"Nass Spk Wiesbaden";"55115";"NASSDE55XXX";"A2";"007153";"U";"0";"00000000"
"51051000";"1";"S Broker Wiesbaden";"65203";"Wiesbaden";"S Broker Wiesbaden";;"PULSDE5WXXX";"56";"056376";"U";"0";"00000000"
"51070021";"1";"Deutsche Bank";"65011";"Wiesbaden";"Deutsche Bank";"27111";"DEUTDEFF510";"63";"006969";"U";"0";"00000000"
"51070024";"1";"Deutsche Bank";"65011";"Wiesbaden";"Deutsche Bank";"21111";"DEUTDEDB510";"63";"050144";"U";"0";"00000000"
"51080060";"1";"Commerzbank vormals Dresdner Bank";"65012";"Wiesbaden";"Commerzbank Wiesbaden";"28510";"DRESDEFF510";"76";"006813";"U";"0";"00000000"
"51080085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1";"65004";"Wiesbaden";"Commerzbank ITGK1 Wiesbdn";;"DRESDEFFJ16";"09";"055200";"U";"0";"00000000"
"51080086";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK2";"65004";"Wiesbaden";"Commerzbank ITGK2 Wiesbdn";;"DRESDEFFJ17";"09";"055201";"U";"0";"00000000"
"51089410";"1";"Commerzbank vormals Dresdner Bank ITGK";"65012";"Wiesbaden";"Commerzbank Wiesbad. ITGK";;"DRESDEFFI20";"09";"051633";"U";"0";"00000000"
"51090000";"1";"Wiesbadener Volksbank";"65050";"Wiesbaden";"Wiesbadener Volksbank";"95006";"WIBADE5WXXX";"06";"024353";"U";"0";"00000000"
"51091500";"1";"Rheingauer Volksbank";"65359";"Geisenheim";"Rheingauer Volksbank";"95151";"GENODE51RGG";"06";"023039";"U";"0";"00000000"
"51091501";"1";"Rheingauer Volksbank (Gf GAA)";"65366";"Geisenheim";"Rheingauer Voba (Gf GAA)";;"GENODE51RGG";"06";"057315";"U";"0";"00000000"
"51091700";"1";"vr bank Untertaunus -alt-";"65501";"Idstein";"vr bank Untertaunus -alt-";"95164";"VRBUDE51XXX";"06";"023756";"U";"0";"00000000"
"51091711";"1";"vr bank Untertaunus -alt-";"65501";"Idstein";"vr bank Untertaunus -alt-";"95273";"VRBUDE51XXX";"06";"051845";"U";"0";"00000000"
"51140029";"1";"Commerzbank";"65549";"Limburg";"Commerzbank Limburg Lahn";"24513";"COBADEFFXXX";"13";"006164";"U";"0";"00000000"
"51150018";"1";"Kreissparkasse Limburg";"65534";"Limburg";"Kr Spk Limburg";"55118";"HELADEF1LIM";"00";"007894";"U";"0";"00000000"
"51151919";"1";"Kreissparkasse Weilburg";"35773";"Weilburg";"Kr Spk Weilburg";"55119";"HELADEF1WEI";"00";"005989";"U";"0";"00000000"
"51161606";"1";"Volksbank Langendernbach";"65599";"Dornburg";"Volksbank Langendernbach";"65146";"GENODE51LDD";"32";"017480";"U";"0";"00000000"
"51170010";"1";"Deutsche Bank";"65549";"Limburg";"Deutsche Bank";"27050";"DEUTDEFF511";"63";"005808";"U";"0";"00000000"
"51170024";"1";"Deutsche Bank";"65549";"Limburg";"Deutsche Bank";"21050";"DEUTDEDB511";"63";"050145";"U";"0";"00000000"
"51180041";"1";"Commerzbank vormals Dresdner Bank";"65534";"Limburg";"Commerzbank Limburg Lahn";;"DRESDEFF511";"76";"005610";"U";"0";"00000000"
"51190000";"1";"Vereinigte Volksbank Limburg -alt-";"65532";"Limburg";"Ver Volksbank Limburg -alt-";"95007";"GENODE51LIM";"06";"022834";"U";"0";"00000000"
"51191800";"1";"Volksbank Schupbach";"65614";"Beselich";"Volksbank Schupbach";"95170";"GENODE51SBH";"06";"024115";"U";"0";"00000000"
"51192200";"1";"Volks- und Raiffeisenbank Weilmünster -alt-";"35786";"Weilmünster";"VuR-Bank Weilmünster -alt-";"95188";"GENODE51WEM";"32";"024323";"U";"0";"00000000"
"51210600";"1";"BNP Paribas Niederlassung Deutschland";"60327";"Frankfurt am Main";"BNP PARIBAS Ndl Deutschland";"29627";"BNPADEFFXXX";"09";"038189";"U";"0";"00000000"
"51210606";"1";"BNP Paribas Niederlassung Deutschland";"60327";"Frankfurt am Main";"BNP PARIBAS Frankfurt";;"BNPADEFFXXX";"09";"057238";"U";"0";"00000000"
"51210699";"1";"BNP Paribas Niederlassung Deutschland";"60327";"Frankfurt am Main";"BNP PARIBAS Ndl Deutschland";;"BNPADEFFXXX";"09";"056513";"U";"0";"00000000"
"51210700";"1";"NIBC Bank Zndl Frankfurt am Main";"60322";"Frankfurt am Main";"NIBC Bank Frankfurt am Main";;"NZFMDEF1XXX";"06";"055061";"U";"0";"00000000"
"51210800";"1";"Societe Generale";"60311";"Frankfurt am Main";"SOGEBANK Frankfurt Main";"29503";"SOGEDEFFXXX";"09";"038188";"U";"0";"00000000"
"51210801";"1";"Societe Generale";"60311";"Frankfurt am Main";"Societe Generale";;"SGSSDEFFXXX";"09";"056633";"U";"0";"00000000"
"51210802";"1";"Societe Generale";"60311";"Frankfurt am Main";"Societe Generale";;"SOGEDEFFXXX";"09";"057366";"U";"0";"00000000"
"51210803";"1";"Societe Generale";"60311";"Frankfurt am Main";"Societe Generale";;"SOGEDEFFXXX";"09";"057693";"U";"0";"00000000"
"51211000";"1";"NATIXIS Pfandbriefbank";"60322";"Frankfurt am Main";"NATIXIS Pfandbriefbank Ffm";;"NATXDEFPXXX";"09";"056397";"U";"0";"00000000"
"51220200";"1";"Skandinaviska Enskilda Banken (publ) Frankfurt Branch";"60313";"Frankfurt am Main";"SEB, Frankfurt";"25201";"ESSEDEFFXXX";"09";"039677";"U";"0";"00000000"
"51220400";"1";"Bank Saderat Iran";"60064";"Frankfurt am Main";"Bank Saderat Iran Frankfurt";"29616";"SIHRDEH1FFM";"09";"040969";"U";"0";"00000000"
"51220700";"1";"ZIRAAT BANK International";"60329";"Frankfurt am Main";"ZIRAAT BANK";"29595";"TCZBDEFFXXX";"09";"044468";"U";"0";"00000000"
"51220800";"1";"Banco do Brasil";"60311";"Frankfurt am Main";"Banco do Brasil Frankfurt";;"BRASDEFFXXX";"09";"031108";"U";"0";"00000000"
"51220900";"1";"Morgan Stanley Bank";"60016";"Frankfurt am Main";"Morgan Stanley Bank";;"MSFFDEFXXXX";"09";"044488";"U";"0";"00000000"
"51220910";"1";"Morgan Stanley Bank";"60311";"Frankfurt am Main";"Morgan Stanley Bank";;"MSFFDEFXCND";"50";"055402";"U";"0";"00000000"
"51230500";"1";"Standard Chartered Bank";"60325";"Frankfurt am Main";"SCB Ffm";"29044";"SCBLDEFXXXX";"09";"043561";"U";"0";"00000000"
"51230502";"1";"Standard Chartered Bank";"60325";"Frankfurt am Main";"SCB FFM";;"SCBLDEFXXXX";"09";"051173";"U";"0";"00000000"
"51230555";"1";"Ikano Bank";"65205";"Wiesbaden";"Ikano Wiesbaden";;"PLFGDE5AIKB";"09";"056403";"U";"0";"00000000"
"51230600";"1";"Europe ARAB Bank";"60323";"Frankfurt am Main";"Europe ARAB Bank Frankfurt";;"ARABDEFFXXX";"09";"047628";"U";"0";"00000000"
"51250000";"1";"Taunus-Sparkasse";"61288";"Bad Homburg";"Taunus-Sparkasse Bad Hombg";"55100";"HELADEF1TSK";"06";"007648";"U";"0";"00000000"
"51300000";"1";"Bundesbank eh Gießen";"60047";"Frankfurt am Main";"BBk Frankfurt eh Gießen";"20513";"MARKDEF1513";"09";"011491";"U";"1";"00000000"
"51340013";"1";"Commerzbank";"35348";"Gießen";"Commerzbank Gießen";"24534";"COBADEFFXXX";"13";"005022";"U";"0";"00000000"
"51343224";"1";"Commerzbank";"36291";"Alsfeld";"Commerzbank Alsfeld";"24531";"COBADEFFXXX";"13";"005102";"U";"0";"00000000"
"51350025";"1";"Sparkasse Gießen";"35347";"Gießen";"Sparkasse Gießen";"55125";"SKGIDE5FXXX";"10";"007230";"U";"0";"00000000"
"51351526";"1";"Sparkasse Grünberg";"35305";"Grünberg";"Sparkasse Grünberg";"55126";"HELADEF1GRU";"00";"007222";"U";"0";"00000000"
"51352227";"1";"Sparkasse Laubach-Hungen";"35321";"Laubach";"Sparkasse Laubach-Hungen";"55127";"HELADEF1LAU";"00";"010184";"U";"0";"00000000"
"51361021";"1";"Volksbank Heuchelheim";"35452";"Heuchelheim";"Volksbank Heuchelheim";"65063";"GENODE51HHE";"32";"018106";"U";"0";"00000000"
"51370008";"1";"Deutsche Bank";"35348";"Gießen";"Deutsche Bank";"27114";"DEUTDEFF513";"63";"004870";"U";"0";"00000000"
"51370024";"1";"Deutsche Bank";"35348";"Gießen";"Deutsche Bank";"21114";"DEUTDEDB513";"63";"050146";"U";"0";"00000000"
"51380040";"1";"Commerzbank vormals Dresdner Bank";"35332";"Gießen";"Commerzbank Gießen";"28513";"DRESDEFF513";"76";"005263";"U";"0";"00000000"
"51380085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1";"35400";"Gießen";"Commerzbank ITGK1 Gießen";;"DRESDEFFJ18";"09";"055202";"U";"0";"00000000"
"51390000";"1";"Volksbank Mittelhessen";"35340";"Gießen";"VB Mittelhessen";"95008";"VBMHDE5FXXX";"06";"023056";"U";"0";"00000000"
"51410600";"1";"Bank of America";"60329";"Frankfurt am Main";"Bank of America Frankfurt";;"BOFADEFFXXX";"09";"044598";"U";"0";"00000000"
"51410700";"1";"Bank of China";"60075";"Frankfurt am Main";"Bank of China Frankfurt";"29655";"BKCHDEFFXXX";"09";"044633";"U";"0";"00000000"
"51410800";"1";"Commerzbank - GF onvista";"60008";"Frankfurt am Main";"Commerzbank - GF onvista";;"BOURDEFFXXX";"09";"049358";"U";"0";"00000000"
"51420200";"1";"Misr Bank-Europe";"60015";"Frankfurt am Main";"Misr Bank-Europe Ffm";;"MIBEDEFFXXX";"11";"047575";"U";"0";"00000000"
"51420300";"1";"Bank Julius Bär Deutschland";"60322";"Frankfurt am Main";"Bank Julius Bär Frankfurt";;"BAERDEF1XXX";"17";"044718";"U";"0";"00000000"
"51430400";"1";"Goldman Sachs";"60308";"Frankfurt am Main";"Goldman Sachs Frankfurt";;"GOLDDEFFXXX";"09";"046816";"U";"0";"00000000"
"51430410";"1";"Goldman Sachs";"60329";"Frankfurt am Main";"Goldman Sachs Frankfurt";;"GOLDDEFBXXX";"09";"057710";"U";"0";"00000000"
"51432100";"1";"Saman Bank Niederlassung Frankfurt";"60323";"Frankfurt am Main";"Saman Bank Frankfurt";;"SABCDEFFXXX";"09";"057531";"U";"0";"00000000"
"51540037";"1";"Commerzbank";"35523";"Wetzlar";"Commerzbank Wetzlar";"24530";"COBADEFFXXX";"13";"007063";"U";"0";"00000000"
"51550035";"1";"Sparkasse Wetzlar";"35576";"Wetzlar";"Sparkasse Wetzlar";"55135";"HELADEF1WET";"00";"007720";"U";"0";"00000000"
"51570008";"1";"Deutsche Bank";"35524";"Wetzlar";"Deutsche Bank";"27054";"DEUTDEFF515";"63";"006971";"U";"0";"00000000"
"51570024";"1";"Deutsche Bank";"35524";"Wetzlar";"Deutsche Bank";"21054";"DEUTDEDB515";"63";"050147";"U";"0";"00000000"
"51580044";"1";"Commerzbank vormals Dresdner Bank";"35524";"Wetzlar";"Commerzbank Wetzlar";;"DRESDEFF515";"76";"006814";"U";"0";"00000000"
"51591300";"1";"Volksbank Brandoberndorf";"35647";"Waldsolms";"Volksbank Brandoberndorf";"95138";"GENODE51WBO";"06";"023353";"U";"0";"00000000"
"51640043";"1";"Commerzbank";"35662";"Dillenburg";"Commerzbank Dillenburg";"24532";"COBADEFFXXX";"13";"005090";"U";"0";"00000000"
"51650045";"1";"Sparkasse Dillenburg";"35683";"Dillenburg";"Spk Dillenburg";"55145";"HELADEF1DIL";"00";"007430";"U";"0";"00000000"
"51690000";"1";"Volksbank Dill -alt-";"35668";"Dillenburg";"Volksbank Dill -alt-";"95010";"GENODE51DIL";"06";"023184";"U";"0";"00000000"
"51691500";"1";"Volksbank Herborn-Eschenburg -alt-";"35728";"Herborn";"Voba Herborn-Eschenbg -alt-";"95152";"GENODE51HER";"06";"022913";"U";"0";"00000000"
"51752267";"1";"Sparkasse Battenberg";"35088";"Battenberg (Eder)";"Sparkasse Battenberg";"55167";"HELADEF1BAT";"00";"006462";"U";"0";"00000000"
"51762434";"1";"VR Bank Lahn-Dill";"35683";"Dillenburg";"VR Bank Lahn-Dill";"65237";"GENODE51BIK";"06";"017229";"U";"0";"00000000"
